Learner 1,Learner 2,Learner 3,Learner 4,Learner 5,counter
0.0346567093552093,0.0242010705301432,0.0053115485824364,0.0101208068347254,0.0385845577673663,0
0.0216942805430768,0.0282423253109612,0.0029433540993554,0.0091009044320584,-5.6198178778466e-05,1
0.0465878770130972,0.0008650807823001,-0.0037416822256557,0.0060930997486666,0.0,3
0.0194351030164779,0.0,0.0,0.0,0.0,4
0.0069725702704645,0.0001125201198439,-0.0058378613255822,0.0094275817250654,0.0083339385973812,2
0.0214780586003426,0.0033543652690059,0.0,-0.0011110704387543,-0.0053963983002568,3
-0.0047940299890589,0.0193723733293132,-0.0031824105032766,0.000884772857262,0.002636612454674,2
0.0020666616940534,0.0078464255803004,0.0,0.0003949606968077,0.0023063625035559,1
0.0050492325039274,0.0087801683823641,0.0,0.0005627474857657,-0.0025567134386554,2
0.0102890720905972,0.0099704863900085,0.0,-7.700988016463572e-05,-0.0095298823513006,3
0.0062842933273637,-0.0023168999050539,0.0,0.0031527612984586,0.0028980264825781,2
0.0051796388721313,0.0019252289942345,0.0,0.0,0.0,3
-0.0063351084691728,0.0112316013647514,2.2840520276545816e-05,0.007552005426681,-0.0062387010042836,2
-0.0015637998254009,0.00938648312192,0.0,-0.0019925351309947,-0.001850177402258,4
0.0130460743086799,-0.0150142784309147,0.0,0.0044897518843899,0.0010216506249513,2
0.0033370467350574,0.0,0.0,0.0,0.0,4
0.0196915882513063,-0.0089439321135428,0.0,-0.0047254065610564,-0.0037627897722623,4
0.0036352149890797,0.0042005915321548,0.0014402748701253,-0.004902224389454,-0.0028386604986113,2
-3.473338918233981e-05,-0.0026071540896277,0.0,0.0005155621278317,0.0035752813811483,3
0.0015769734143318,-0.0022063479880755,0.0,0.0,0.0,4
-0.0007455130233406,-0.0003005458873456,0.0,0.0,0.0,5
-0.0036383670239652,-0.0005216414265819,0.0,0.0,0.0004009027869709,4
-0.0060588480230598,0.000566945318915,0.0,0.0004557780443446,-0.0036311613786821,4
-0.0130847049317413,0.0005955487955329,0.0,0.0031105144253239,-0.001391328058071,4
-0.0066608174867961,-0.0023429744771055,-0.0011160656209348,-0.0031541547250318,0.0004997817643602,4
-0.0087870412583414,0.0011846011192184,-0.0033843362843073,-0.0014444876847979,-0.0025962602711639,5
-0.0011520116125876,-0.0034996701188911,0.0,-0.0064398053236194,-0.0041341575608103,5
